10,"छत्तीसगढ़ में कोरोना की रफ्तार हुई धीमी | छत्तीसगढ़ में कोरोना की चौथी लहर का असर कम होने लगा है. प्रदेश में बुधवार को 183 नए कोरोना मरीज मिले है. कोरोना पॉजिटिवटी दर 2.27% है. कुल एक्टिव मरीजों की संख्या 1,469 है. ","The speed of corona slowed down in Chhattisgarh. The effect of the fourth wave of Corona has started reducing in Chhattisgarh. On Wednesday, 183 new corona patients have been found in the state. The corona positivity rate is 2.27%. The total number of active patients is 1,469.","[{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '183'}, {'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1469'}]","[{'Question': 'How many new corona patients found in the state', 'Answer': '183'}, {'Question': 'What is the Corona positivity rate in Chhattisgarh', 'Answer': '2.27'}, {'Question': 'How many Active patients in chhattisgarh', 'Answer': '1469'}, {'Question': 'Which wave of corona had started reducing in Chhattisgarh', 'Answer': 'fourth'}]",Saba
11,"Dr. Nitin Raut: दिल्लीहून येतोय करोना - corona infection is increasing due to the affected passengers coming from delhi | Maharashtra Times | देशात करोनाचा प्रादुर्भाव वाढत असताना, नागपुरातील ३५ बाधितांची माहिती घेतली असता, त्यातील बहुतांश रुग्णांना दिल्ली प्रवासाची पार्श्वभूमी असल्याचे स्पष्ट झाले.  ","Dr. Nitin Raut: Corona infection is increasing due to the affected passengers coming from Delhi | Maharashtra Times | While the incidence of corona virus is increasing in the country, when the information of 35 infected people in Nagpur was taken, it was clear that most of them have a background of traveling to Delhi.","[{'Disease': 'Corona', 'Location': 'Nagpur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '35'}]","[{'Question': 'Corona infection is increasing due to affected passenger coming from which place', 'Answer': 'Delhi'}, {'Question': 'How many infected people from Nagpur', 'Answer': '35'}, {'Question': 'Which Incident is increasing in the Country', 'Answer': 'Corona Virus'}, {'Question': '35 Infected people are from which place', 'Answer': 'Nagpur'}]",Saba
12,"इंदौर अग्निकांड में बड़ा खुलासा, शॉर्ट सर्किट नहीं, एकतरफा प्यार ने लगाई आग | Indore Fire accident: इंदौर अग्निकांड में बड़ा खुलासा, शॉर्ट सर्किट नहीं, एकतरफा प्यार ने लगाई आग , 7 लोगों की मौत "," Indore Fire accident: Big disclosure in Indore fire, no short circuit, one-sided love set fire, 7 people died",[],"[{'Question': 'How many people died due to Fire accident', 'Answer': '7'}, {'Question': 'Where did the fire accident took place', 'Answer': 'Indore'}]",Saba
13,"10 मार्च के बाद 12 सक्रिय मामले; CMO ने दिए सैंपलिंग बढ़ने के आदेश | Corona cases started increasing again in Karnal - Dainik Bhaskar | हरियाणा के करनाल जिले में कोरोना के केस एक बार फिर बढ़ते दिख रहे हैं। इस सप्ताह केस दोबारा से दहाई का आंकड़ा छूते हुए 12 पर पहुंच गए हैं। 10 मार्च के बाद एक साथ 5 नए पॉजिटिव केस भी मिले हैं। जिले में अब तक 778640 व्यक्तियों के सैंपल लिए गए हैं तथा पिछले 24 घंटे में 575 सैंपल लिए गए। लिये गए कुल सैंपलों में से अब तक 48184 पॉजिटिव केस सामने आए थे, जिनमें से 47575 मरीज ठीक हो गए है। जिला में अब कोरोना ... | हरियाणा के करनाल जिले में कोरोना के केस एक बार फिर बढ़ते दिख रहे हैं। इस सप्ताह में केस दोबारा से दहाई का आंकड़ा छूते हुए 12 पर पहुंच गए हैं। 10 मार्च के बाद एकसाथ 5 नए पॉजिटिव केस भी मिले हैं। ","12 active cases since March 10; CMO ordered to increase sampling. Corona cases started increasing again in Karnal - Dainik Bhaskar | Corona cases seem to be increasing once again in Haryana's Karnal district. This week, the cases have reached 12, touching the double figure again. After March 10, 5 new positive cases have also been found simultaneously. So far, samples of 778640 persons have been taken in the district and 575 samples were taken in the last 24 hours. Out of the total samples taken, 48184 positive cases were reported so far, out of which 47575 patients have been cured. Corona cases seem to be increasing once again in Haryana's Karnal district.","[{'Disease': 'Corona', 'Location': 'Karnal', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '48184'}, {'Disease': 'Corona', 'Location': 'Karnal', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '5'}]","[{'Question': 'Corona cases seem to be increasing once again in which district', 'Answer': ""Haryana's Karnal district""}, {'Question': 'How many new found positive cases in Karnal', 'Answer': '5'}, {'Question': 'How many positive cases reported so far', 'Answer': '48184'}, {'Question': 'How many patients are cured', 'Answer': '47575'}, {'Question': 'How many samples were taken in the district', 'Answer': '778640'}]",Saba
14,Mahasamund Crime: दो हजार रुपये या अनुकंपा नियुक्ति के लिए तीन हत्या बेटा उदित बार-बार बदल रहा बयान जांच जारी - Mahasamund Crime Three murders for just two thousand rupees Son Udit turns out to be the killer of parents and grandmother |  उदित ने सात-आठ मई की आधी रात को अपने सोए हुए पिता प्रभात भोई को उठाकर दो हजार रुपये की मांग की थी, Mahasamund Crime Three murders for just two thousand rupees Son Udit turns out to be the killer of parents and grandmother. Udit woke up his sleeping father Prabhat Bhoi on the midnight of May 7-8 and demanded two thousand rupees.,[],"[{'Question': 'whom did Udit kill', 'Answer': 'parents and grandmother'}, {'Question': 'How many rupees did Udit demand', 'Answer': 'two thousand'}, {'Question': 'Three murders were done for how many rupees ', 'Answer': 'two thousand'}]",Saba
15,"Cg Corona Update:छत्तीसगढ़ में कोरोना की रफ्तार हुई धीमी, 27 नए मामले आए सामने, यहां देखें जिलेवार आंकड़ा - Corona Slows Down In Chhattisgarh 27 New Cases Surfaced - Amar Ujala Hindi News Live | छत्तीसगढ़ में कोरोना के आंकड़े में काफी गिरावट दर्ज की गई है। बीते कुछ दिनों से कोरोना की बहुत कम मरीज सामने आ रहे है।","Cg Corona Update: Corona slows down in Chhattisgarh, 27 new cases surfaced, In Chhattisgarh, there has been a significant decline in the number of corona. For the last few days, very few corona patients are coming forward.","[{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '27'}]","[{'Question': 'How many new cases surfaced in chhattisgarh', 'Answer': '27'}, {'Question': 'How many corona patients are coming forward in the last few days', 'Answer': 'very few'}, {'Question': 'Corona slows down in which place', 'Answer': 'Chhattisgarh'}, {'Question': 'In which disease there is a significance decline in the number of cases', 'Answer': 'Corona'}]",Saba
16,"So far 1655 animals have died due to lumpy skin disease in Nagaur | जिले में लम्पी स्किन डिजीज का थम नहीं रहा कहर, अब तक 1655 पशुओं की मौत | Patrika News | पशुपालन विभाग की ओर से पशुपालकों को नहीं मिल रही पर्याप्त मदद- कई गोवंश हो रहे मौत के शिकार, स्वयं सेवी संस्थाएं गोवंश की सेवा में जुटी&nbsp;&nbsp; | Nagaur News | undefined News | Patrika News ","So far 1655 animals have died due to lumpy skin disease in Nagaur. Lumpy skin disease continues to wreak havoc in the district, 1655 animals have died so far. Patrika News | Cattle herders are not getting enough help from the Animal Husbandry Department - Many cattle are dying, voluntary organizations are engaged in the service of cattle.Nagaur News | Undefined News | Patrika News","[{'Disease': 'Lumpy skin disease', 'Location': 'Nagaur', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '1655'}]","[{'Question': '1655 animals have died due to which disease', 'Answer': 'Lumpy Skin Disease'}, {'Question': 'How many animals are killed so far', 'Answer': '1655'}, {'Question': 'In which department the cattle herders are not getting enough help', 'Answer': 'Animal Husbandry Department'}, {'Question': 'In which place the animals are dying due to Lumpy Skin Disease', 'Answer': 'Nagaur'}]",Saba
17,"delhi covid 19 update decline in active cases - दिल्ली में कोरोना के 400 नए केस, एक मरीज की मौत; राहत की भी एक बात | दिल्ली में 24 घंटे में कोरोना के 400 केस मिले, लेकिन एक्टिव केस में गिरावट आई है. सक्रिय मरीजों की संख्या 1960 रह गई है। हफ्ते भर पहले इनकी संख्या 2507 थी। यानी 21 फीसदी तक की कमी आई है। ","Delhi covid 19 update decline in active cases - 400 new cases of corona in Delhi, one patient died; In Delhi, 400 cases of corona were found in 24 hours, but there has been a decline in active cases. The number of active patients has come down to 1960. A week ago their number was 2507. That is, there has been a decrease of up to 21 percent.","[{'Disease': 'Corona', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '400'}, {'Disease': 'Corona', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1960'}]","[{'Question': 'How many new cases of corona are present in Delhi', 'Answer': '400'}, {'Question': 'The number of active patients of corona has come down to which number', 'Answer': '1960'}, {'Question': 'how many cases of corona were there one week ago', 'Answer': '2507'}, {'Question': 'In which place 400 corona cases are found', 'Answer': 'Delhi'}]",Saba
17,"delhi covid 19 update decline in active cases - दिल्ली में कोरोना के 400 नए केस, एक मरीज की मौत; राहत की भी एक बात | दिल्ली में 24 घंटे में कोरोना के 400 केस मिले, लेकिन एक्टिव केस में गिरावट आई है. सक्रिय मरीजों की संख्या 1960 रह गई है। हफ्ते भर पहले इनकी संख्या 2507 थी। यानी 21 फीसदी तक की कमी आई है। ","There have been 400 new cases of COVID-19 in Delhi, and one patient has died. There is also a bit of relief. In the past 24 hours, Delhi has reported 400 new COVID-19 cases, yet there has been a decrease in active cases. The number of active patients has now reduced to 1960, whereas a week ago, their count was 2507. This signifies a decrease of up to 21 percent.","[{'Disease': 'COVID-19', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '400'}, {'Disease': 'COVID-19', 'Location': 'Delhi', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'COVID-19', 'Location': 'Delhi ', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1960'}]","[{'Question': 'In which city were new 400 COVID-19 cases recorded ?', 'Answer': 'Delhi'}, {'Question': 'How many new COVID-19 cases were recorded in Delhi ?', 'Answer': '400'}, {'Question': 'The number of active cases in Delhi has reduced to ?', 'Answer': '1960'}, {'Question': 'How many new deaths were recorded in the city of Delhi?', 'Answer': 'one'}]",Marwan
18,24 New Cases Of Corona Infection - कोरोना संक्रमण के 24 नए केस - Kaithal News | कोरोना संक्रमण के 24 नए केस ,24 new cases of corona infection - Kaithal News | 24 new cases of corona infection,"[{'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '24'}]","[{'Question': 'How any new cases are found', 'Answer': '24'}, {'Question': '24 new cases were found of which disease', 'Answer': 'corona'}]",Saba
18,24 New Cases Of Corona Infection - कोरोना संक्रमण के 24 नए केस - Kaithal News | कोरोना संक्रमण के 24 नए केस ,24 new cases of COVID-19 infection - Kaithal News ,"[{'Disease': 'COVID-19', 'Location': '', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '24'}]","[{'Question': 'How many new cases of COVID-19 were recorded?', 'Answer': '24'}, {'Question': ""Which disease's new 24 cases were recorded ? "", 'Answer': 'COVID-19'}, {'Question': 'The news was reported by which news channel ?', 'Answer': 'Kaithal News'}, {'Question': 'The COVID-19 24 cases recorded are?', 'Answer': 'new'}]",Marwan
19,"aes and muzaffarpur bihar: Bihar Encephalitis death: मुजफ्फरपुर में चमकी बुखार से 5 साल के कुंदन की मौत Muzaffarpur me chamki bukhar se dusri maut - Navbharat Times . <b>मुजफ्फरपुर:</b> गर्मी के साथ इंसेफेलाइटिस/चमकी बुखार (AES) मरीजों की संख्या बढ़ती जा रही है। मंगलवार को पांच संदिग्ध भर्ती हुए थे, जिसमें से एक बच्चे में AES कि पुष्टि हुई है। बुधवार को चमकी बुखार से पीड़ित पांच साल के कुंदन कुमार की मौत हो गई। बच्चा वैशाली जिले के एकराहा सराय का रहने वाला था। कुंदन का केडीकेएम हॉस्पिटल के पीकू वार्ड में AES प्रोटोकाल के तहत इलाज किया जा रहा था। जिला सूचना एवं जनसंपर्क पदाधिकारी कमल सिंह ने बताया कि अस्पताल में कुंदन को भर्ती कर इलाज किया जा रहा था। इलाज के क्रम में कुंदन की मौत ही AES से हो गई है। मुजफ्फरपुर में ही AES से यह दूसरी मौत है। वहीं 10 बच्चे अब तक ठीक हो कर वापस अपने घर जा चुके हैं। इस साल अब तक 12 बच्चों में AES की पुष्टि हुई है। ","aes and Muzaffarpur bihar: Bihar Encephalitis death: 5-year-old Kundan died of fever in Muzaffarpur. Muzaffarpur:The number of Encephalitis/Chamki Fever (AES) patients is increasing with summer. Five suspects were admitted on Tuesday, out of which AES has been confirmed in one child. Five-year-old Kundan Kumar, who was suffering from Encephalitis , died on Wednesday. The child was a resident of Ekraha Sarai in Vaishali district. Kundan was being treated under AES protocol in the Piku ward of KDKM Hospital. District Information and Public Relations Officer Kamal Singh said that Kundan was being treated after being admitted to the hospital. During treatment, Kundan died of AES. This is the second death due to AES in Muzaffarpur itself. At the same time, 10 children have recovered and gone back to their homes. AES has been confirmed in 12 children so far this year.","[{'Disease': 'AES', 'Location': 'Bihar', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '12'}]","[{'Question': 'what is the name of the child who died due to fever in Muzaffarpur', 'Answer': 'Kundan'}, {'Question': 'Kundan died due to which disease', 'Answer': 'Encephalitis'}, {'Question': 'Kundan was being treated under which protocol', 'Answer': 'AES protocol'}, {'Question': 'In how many children AES was confirmed', 'Answer': '12'}]",Saba
